Loss:  tensor(1.1551, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(1.0258, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.9555, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.8617, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.8645, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.8693, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.7429, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.7381, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6993, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.7196, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6518, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6547, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6319, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6782, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6228, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6261, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5963, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6268, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5906, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5911, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5785, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6046, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.6002, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5806, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5753, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5808, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5776, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5548, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5566, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5803, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5666, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5324, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5567, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5352, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5531, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5497, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5339, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5693, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5539, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5486, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5144, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5605, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5432, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5583, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5709, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5219, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5299, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5388, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5320, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5275, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5117, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5472, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5187, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5554, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5510, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5025, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5274, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5471, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5293, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5339, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5380, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5190, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5045, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5036, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5284, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5579, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5136, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5528, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5482, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5152, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5238, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5215, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5455, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5431, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5184, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5257, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4964, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5363, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5299, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5709, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5236, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5312, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5118, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5122, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5407, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5190, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5059, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5062, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5210, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5284, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5368, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5525, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5343, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5117, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5317, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5400, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4992, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5396, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5088, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5207, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5414, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5288, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4954, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5029, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5285, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5453, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5268, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5081, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.5310, device='cuda:0', grad_fn=<MeanBackward0>)
