epoch:  0   Loss:  tensor(7.3480, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3468, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3475, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3455, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3471, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3448, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3470, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3448, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3434, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3392, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3398, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3400, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3383, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3351, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3353, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3343, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3321, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3343, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3305, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3289, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3280, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3284, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3266, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3258, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3228, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3242, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3223, device='cuda:0', grad_fn=<NllLossBackward0>)
