epoch:  0   Loss:  tensor(7.3468, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3504, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3448, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3462, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3437, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3448, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3406, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3437, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3427, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3429, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3432, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3348, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3356, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3424, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3345, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3331, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3391, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3311, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3327, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3368, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3325, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3307, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3285, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3239, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3299, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3294, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3270, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3209, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3232, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3217, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3199, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3156, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3130, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3151, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3149, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3077, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3003, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.2970, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3010, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.3006, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.2949, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.2869, device='cuda:0', grad_fn=<NllLossBackward0>)
epoch:  0   Loss:  tensor(7.2839, device='cuda:0', grad_fn=<NllLossBackward0>)
