reward: tensor(0.0662, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0530, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0418, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0429, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0368, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0553, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0531, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0248, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0363, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0233, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0488, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0392, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0606, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0357, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0492, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0416, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0277, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0448, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0386, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0418, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0374, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0452, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0330, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0611, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0365, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0245, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0144, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0492, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0417, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0385, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0356, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0036, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0390, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0511, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0483, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0405, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0557, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0212, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0456, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0321, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0530, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0338, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0348, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0316, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0176, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0316, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0526, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0423, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0460, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0534, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0148, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0254, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0434, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0355, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0476, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0381, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0258, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0070, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0191, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0154, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0057, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0218, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0184, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0266, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0154, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0002, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0133, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0031, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0061, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0193, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0332, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0190, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0248, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0120, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0016, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0068, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0153, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0118, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0251, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0280, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0156, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0135, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0067, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0253, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0105, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0119, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0105, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0105, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0091, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0501, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0316, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0027, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0190, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0110, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0192, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0092, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0163, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0138, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0082, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0127, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0001, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0055, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0162, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(-0.0187, device='cuda:0', grad_fn=<MeanBackward0>)
