reward: tensor(0.0629, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0352, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0517, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0444, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0379, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0465, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0424, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0502, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0405, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0374, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0376, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0487, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0522, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0264, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0520, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0434, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0262, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0565, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0346, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0542, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0494, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0576, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0386, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0630, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0423, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0451, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0640, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0659, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0387, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0474, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0440, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0408, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0531, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0360, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0384, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0539, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0434, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0375, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0329, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0514, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0082, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0388, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0387, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0367, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0189, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0434, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0527, device='cuda:0', grad_fn=<MeanBackward0>)
reward: tensor(0.0376, device='cuda:0', grad_fn=<MeanBackward0>)
